n,gx,gy,gz,ax,ay,az,mx,my,mz,q0,q1,q3,q4
2663,0.588,0.343,0.023,0.292,-9.724,0.594,-2.877,-40.027,-104.066,0.543,-0.481,0.443,-0.523
2664,0.948,0.358,-0.035,0.388,-10.05,0.297,-2.604,-39.88,-104.489,0.544,-0.478,0.442,-0.526
2665,0.972,0.424,0.035,0.388,-9.762,0.929,-2.604,-39.88,-104.489,0.546,-0.474,0.44,-0.53
2666,1.217,0.282,-0.028,0.345,-10.112,1.116,-4.2,-37.762,-103.781,0.548,-0.47,0.438,-0.533
2667,1.025,-0.051,0.236,-0.508,-9.69,2.314,-2.858,-37.921,-102.866,0.551,-0.467,0.436,-0.535
2668,1.193,-0.168,-0.036,0.307,-9.872,1.538,-2.961,-39.829,-102.326,0.554,-0.464,0.432,-0.537
2669,1.618,-0.054,-0.091,0.441,-9.566,1.25,-2.543,-38.233,-102.281,0.557,-0.46,0.427,-0.541
2670,1.453,-0.167,-0.094,0.144,-9.781,1.653,-2.785,-38.362,-100.987,0.56,-0.456,0.423,-0.544
2671,1.802,-0.075,-0.241,0.637,-9.891,1.437,-2.962,-37.411,-101.555,0.564,-0.452,0.417,-0.548
2672,2.281,0.002,-0.294,0.077,-10.538,3.224,-2.376,-35.965,-100.927,0.568,-0.446,0.41,-0.554
2673,1.795,-0.379,-0.141,0.666,-9.063,3.185,-3.515,-37.066,-100.699,0.572,-0.442,0.404,-0.557
2674,1.568,-0.455,0.115,-0.125,-10.126,2.548,-3.584,-37.342,-98.678,0.577,-0.439,0.399,-0.559
2675,1.607,-0.352,-0.109,0.125,-9.456,3.042,-3.584,-37.342,-98.678,0.581,-0.435,0.393,-0.562
2676,1.763,-0.379,-0.197,0.536,-9.408,2.994,-3.467,-36.232,-99.087,0.585,-0.431,0.387,-0.565
2677,1.895,-0.255,-0.26,0.608,-9.365,3.358,-3.467,-36.232,-99.087,0.588,-0.427,0.38,-0.569
2678,2.188,-0.24,-0.294,0.805,-9.446,3.142,-3.861,-34.268,-97.324,0.592,-0.422,0.372,-0.574
2679,2.515,-0.218,-0.317,0.632,-9.422,3.133,-4.895,-33.297,-97.488,0.597,-0.415,0.364,-0.579
2680,2.096,-0.011,-0.149,0.91,-8.742,4.167,-5.003,-33.758,-96.631,0.601,-0.409,0.358,-0.584
2681,2.413,-0.003,-0.1,-0.038,-8.996,4.939,-4.958,-32.604,-95.013,0.605,-0.402,0.35,-0.588
2682,2.526,0.053,-0.09,0.757,-8.512,4.527,-3.792,-32.938,-94.977,0.61,-0.394,0.343,-0.593
2683,2.517,0.123,-0.121,0.469,-8.957,5.164,-5.104,-31.151,-94.556,0.614,-0.386,0.336,-0.599
2684,2.952,0.086,0.009,0.776,-9.245,5.767,-4.482,-30.49,-93.216,0.619,-0.376,0.327,-0.604
2685,3.747,0.172,-0.039,0.814,-8.11,5.403,-4.482,-30.49,-93.216,0.626,-0.364,0.316,-0.611
2686,4.142,0.254,-0.019,0.661,-7.808,5.815,-4.336,-28.718,-92.597,0.633,-0.35,0.304,-0.618
2687,4.366,0.464,0.069,0.422,-6.261,6.194,-3.309,-25.339,-91.19,0.64,-0.334,0.292,-0.625
2688,4.366,0.46,0.273,0.139,-6.447,6.021,-3.309,-25.339,-91.19,0.647,-0.318,0.28,-0.631
2689,4.366,0.508,0.537,0.517,-5.964,6.845,-2.518,-24.022,-88.962,0.655,-0.301,0.269,-0.637
2690,4.366,0.69,0.487,0.422,-4.996,8.086,-3.392,-21.916,-88.374,0.662,-0.283,0.257,-0.642
2691,4.366,0.836,0.379,0.536,-5.422,8.569,-2.73,-17.125,-88.548,0.668,-0.265,0.246,-0.648
2692,4.366,0.776,0.266,0.096,-3.664,8.445,-2.913,-15.694,-89.107,0.674,-0.247,0.235,-0.653
2693,4.366,0.719,0.358,-0.254,-3.449,8.224,-2.089,-12.346,-89.303,0.679,-0.229,0.223,-0.658
2694,4.366,0.563,0.334,-0.848,-0.311,10.035,-2.654,-9.589,-87.966,0.685,-0.21,0.21,-0.663
2695,4.366,0.272,0.609,1.653,-2.304,11.472,-0.195,-8.498,-87.856,0.691,-0.193,0.196,-0.666
2696,4.366,-0.036,0.483,0.738,-0.776,11.616,-1.163,-3.222,-88.805,0.697,-0.177,0.181,-0.668
2697,2.299,-0.126,0.476,-0.374,-0.934,11.688,0.018,-2.58,-88.025,0.701,-0.168,0.173,-0.669
2698,1.196,-0.011,0.127,-0.225,-0.345,10.275,0.018,-2.58,-88.025,0.703,-0.163,0.168,-0.669
2699,1.116,-0.023,0.027,-0.307,-0.398,9.738,0.389,0.924,-88.669,0.704,-0.159,0.164,-0.67
2700,1.014,-0.063,-0.024,-0.254,-0.12,10.236,0.389,0.924,-88.669,0.705,-0.155,0.159,-0.671
2701,0.67,-0.059,0.021,-0.182,0.402,10.212,-1.191,0.149,-88.451,0.706,-0.152,0.156,-0.672
2702,0.419,-0.017,0.013,-0.153,0.134,10.04,-1.251,2.21,-89.429,0.706,-0.149,0.154,-0.672
2703,0.394,-0.03,-0.065,-0.287,0.273,9.829,-1.953,0.944,-89.189,0.706,-0.147,0.152,-0.673
2704,0.339,-0.06,-0.11,-0.115,0.407,10.117,-1.916,1.448,-88.018,0.706,-0.146,0.15,-0.674
2705,0.305,-0.077,-0.09,-0.168,0.086,10.006,-0.333,1.419,-88.396,0.707,-0.144,0.148,-0.674
2706,0.096,0.008,-0.145,-0.278,0.168,9.911,-0.83,-0.222,-90.62,0.706,-0.143,0.147,-0.675
2707,0.075,-0.013,-0.181,-0.235,0.129,9.997,-0.047,0.929,-88.685,0.706,-0.142,0.145,-0.676
2708,0.105,-0.044,-0.148,-0.077,0.34,9.844,-2.363,0.964,-88.478,0.706,-0.141,0.144,-0.677
2709,0.063,-0.024,-0.101,-0.163,0.268,9.848,-1.646,0.949,-88.742,0.706,-0.14,0.143,-0.677
2710,0.116,-0.085,-0.125,-0.005,0.129,9.915,-1.646,0.949,-88.742,0.705,-0.14,0.142,-0.678
2711,0.063,0,-0.171,-0.148,0.077,9.882,-0.233,1.23,-89.7,0.705,-0.139,0.141,-0.679
2712,0.122,-0.014,-0.165,-0.019,0.374,9.867,-0.673,1.556,-89.71,0.705,-0.138,0.139,-0.679
2713,0.12,-0.03,-0.125,-0.187,0.168,10.03,0.462,0.72,-90.7,0.705,-0.137,0.138,-0.68
2714,-0.035,-0.018,-0.088,-0.182,0.177,10.054,-0.813,0.594,-89.879,0.704,-0.136,0.137,-0.68
2715,0.013,0.005,-0.062,-0.216,0.22,9.968,-0.354,0.924,-89.131,0.704,-0.136,0.137,-0.681
2716,0.06,-0.072,0.035,-0.067,0.211,9.882,-0.253,2.025,-89.976,0.705,-0.135,0.136,-0.681
2717,0.038,-0.015,0.048,-0.057,0.297,9.848,-0.074,3.332,-88.64,0.705,-0.134,0.135,-0.681
2718,-0.009,0.001,0.012,-0.172,0.129,10.04,-2.254,2.392,-89.027,0.705,-0.133,0.134,-0.681
2719,-0.017,-0.001,-0.012,-0.029,0.24,9.863,-1.291,0.575,-91.056,0.705,-0.133,0.134,-0.681
2720,-0.015,0.025,-0.006,-0.072,0.187,9.896,-1.291,0.575,-91.056,0.705,-0.132,0.133,-0.681
2721,0.005,-0.025,0.044,-0.057,0.326,9.954,-0.079,1.395,-89.402,0.706,-0.131,0.132,-0.681
2722,0.021,0.021,-0.025,-0.22,0.168,10.04,-0.079,1.395,-89.402,0.706,-0.13,0.132,-0.681
2723,-0.024,0.015,0.027,-0.086,0.201,9.891,-0.442,1.68,-91.294,0.706,-0.13,0.131,-0.681
2724,-0.001,0.01,-0.067,-0.134,0.278,9.877,-0.79,0.929,-89.147,0.706,-0.129,0.131,-0.682
2725,-0.003,0.029,0.007,-0.182,0.331,9.891,-2.541,2.075,-89.043,0.706,-0.128,0.13,-0.682
2726,0.044,-0.002,0.091,-0.038,0.129,9.901,-1.236,0.929,-89.453,0.706,-0.127,0.13,-0.682
2727,0.049,-0.092,0.059,-0.024,0.273,10.002,-0.664,0.755,-89.725,0.707,-0.127,0.128,-0.682
2728,0.003,0.03,0.018,-0.067,0.259,9.824,-0.246,2.352,-89.679,0.707,-0.126,0.128,-0.682
2729,0.014,-0.008,-0.008,-0.01,0.187,9.872,-1.713,2.201,-90.17,0.707,-0.125,0.127,-0.682
2730,-0.002,0.023,0.003,-0.11,0.259,10.016,-0.308,0.627,-87.975,0.707,-0.124,0.127,-0.682
2731,0.078,0.018,0.055,-0.034,0.144,9.829,-1.646,0.949,-88.742,0.707,-0.123,0.126,-0.682
2732,0.049,0.015,0.049,-0.081,0.225,9.872,-1.646,0.949,-88.742,0.708,-0.122,0.125,-0.682
2733,0.008,0.041,-0.014,-0.158,0.148,9.93,-1.724,1.711,-90.615,0.708,-0.122,0.125,-0.682
2734,-0.011,0.027,0.015,-0.072,0.273,9.949,-0.353,2.214,-88.671,0.708,-0.121,0.124,-0.682
2735,0.02,0.002,-0.025,-0.062,0.283,9.992,-0.353,2.214,-88.671,0.708,-0.12,0.124,-0.682
2736,0.043,-0.017,0.078,-0.024,0.206,9.877,-1.373,1.58,-89.01,0.708,-0.119,0.123,-0.682
2737,0.041,-0.046,0.044,0,0.359,9.93,-0.825,1.715,-89.858,0.709,-0.119,0.122,-0.682
2738,0.024,0.001,0.032,-0.101,0.407,9.901,-0.242,2.031,-89.685,0.709,-0.118,0.121,-0.682
2739,0.049,-0.017,-0.027,-0.144,0.24,9.844,-1.673,0.934,-89.468,0.709,-0.117,0.12,-0.682
2740,0.044,-0.02,0.043,0.029,0.211,9.911,-1.825,2.06,-89.308,0.709,-0.116,0.12,-0.682
2741,0.065,-0.012,-0.047,0.014,0.182,9.896,-1.07,0.455,-89.021,0.709,-0.116,0.119,-0.683
2742,0.043,0.027,-0.016,-0.038,0.273,9.887,-2.21,1.289,-88.177,0.709,-0.115,0.118,-0.683
2743,0.079,-0.024,0.056,-0.081,0.302,9.858,-1.275,0.584,-90.62,0.71,-0.114,0.117,-0.683
2744,0.055,-0.042,0.057,-0.067,0.345,9.992,-1.275,0.584,-90.62,0.71,-0.113,0.116,-0.683
2745,0.055,-0.03,-0.004,-0.062,0.273,9.925,-1.277,2.195,-90.155,0.71,-0.112,0.115,-0.683
2746,0.038,-0.021,-0.005,0.029,0.302,10.016,-2.255,-0.833,-90.103,0.71,-0.112,0.115,-0.683
2747,0.019,0.018,-0.046,-0.048,0.254,9.848,-2.255,-0.833,-90.103,0.71,-0.111,0.114,-0.683
2748,0.067,0.004,0.039,-0.01,0.345,10.016,-0.37,1.398,-89.412,0.71,-0.11,0.113,-0.683
2749,0.057,0.002,0.01,-0.206,0.364,9.925,-1.944,2.561,-88.433,0.711,-0.109,0.113,-0.683
2750,0.058,-0.044,-0.014,-0.072,0.259,9.92,-0.867,1.691,-91.019,0.711,-0.109,0.112,-0.684
2751,-0.007,0.044,0.036,0.005,0.388,9.891,-0.818,2.525,-89.407,0.711,-0.108,0.111,-0.684
2752,-0.021,0.026,-0.019,-0.048,0.359,9.992,-1.388,2.862,-88.986,0.711,-0.107,0.111,-0.684
2753,0.058,0.022,-0.01,-0.024,0.311,9.992,-0.237,1.551,-89.694,0.711,-0.106,0.11,-0.684
2754,0.019,-0.002,0.035,-0.11,0.359,9.767,-1.697,1.726,-89.889,0.711,-0.106,0.11,-0.684
2755,0.013,0.001,0.064,-0.163,0.383,9.939,-1.993,2.21,-89.891,0.712,-0.105,0.109,-0.684
2756,0.017,-0.003,0.024,0.053,0.465,9.834,-1.845,2.372,-89.737,0.712,-0.104,0.108,-0.684
2757,0.001,0.031,-0.003,-0.067,0.321,9.882,-1.375,0.773,-89.316,0.712,-0.103,0.108,-0.684
2758,0.066,-0.045,0.018,-0.024,0.287,9.896,-0.363,1.725,-89.116,0.712,-0.103,0.107,-0.684
2759,0.06,-0.015,-0.015,-0.067,0.407,10.011,-0.363,1.725,-89.116,0.712,-0.102,0.106,-0.684
2760,0.057,-0.063,0.037,0,0.326,9.982,-1.995,1.403,-90.196,0.712,-0.101,0.105,-0.684
2761,-0.004,0.011,-0.032,-0.101,0.35,9.887,-1.941,2.24,-88.439,0.712,-0.101,0.105,-0.684
2762,-0.017,0.045,-0.001,-0.062,0.398,9.954,-1.254,2.531,-89.423,0.712,-0.1,0.105,-0.684
2763,0.043,-0.015,0.005,-0.105,0.407,9.877,-1.41,1.559,-90.027,0.712,-0.099,0.104,-0.684
2764,0.049,-0.02,0.042,-0.125,0.426,9.834,-1.209,1.751,-88.421,0.713,-0.099,0.103,-0.684
2765,0.034,-0.035,0.07,-0.077,0.445,9.877,-1.706,2.527,-89.874,0.713,-0.098,0.102,-0.684
2766,-0.015,-0.017,-0.008,-0.072,0.311,9.982,-0.809,1.724,-89.422,0.713,-0.098,0.102,-0.684
2767,-0.003,0.029,-0.022,0.019,0.34,10.083,-1.951,2.234,-88.729,0.713,-0.097,0.101,-0.684
2768,0.053,0.021,0.076,-0.043,0.354,9.896,-1.673,0.934,-89.468,0.713,-0.096,0.101,-0.684
2769,0.021,-0.033,0.047,-0.172,0.359,9.901,-1.673,0.934,-89.468,0.714,-0.096,0.1,-0.684
2770,0.049,-0.004,0.016,-0.048,0.283,9.887,-0.841,2.19,-90.139,0.714,-0.095,0.099,-0.684
2771,-0.016,0.017,0.005,-0.067,0.378,9.867,-0.841,2.19,-90.139,0.714,-0.094,0.099,-0.684
2772,-0.041,0.035,0.007,-0.034,0.426,9.925,-0.273,1.53,-90.711,0.714,-0.094,0.099,-0.684
2773,0.053,-0.05,0.006,0.005,0.35,9.954,-2.423,3.026,-89.456,0.714,-0.093,0.098,-0.684
2774,0.042,-0.025,-0.001,-0.134,0.426,9.887,-1.398,2.856,-89.277,0.714,-0.093,0.097,-0.684
2775,0.007,-0.015,0.064,-0.077,0.546,9.997,-3.2,3.812,-90.629,0.715,-0.092,0.097,-0.684
2776,-0.022,-0.002,-0.03,-0.148,0.369,9.954,-1.409,2.366,-89.721,0.715,-0.091,0.096,-0.684
2777,-0.018,0.026,-0.037,0.019,0.441,9.92,-1.712,3.008,-89.865,0.714,-0.091,0.096,-0.685
2778,0.017,-0.012,0.086,0.005,0.422,9.93,-0.404,2.991,-89.818,0.715,-0.09,0.095,-0.684
2779,0.027,0.009,0.047,-0.139,0.445,9.968,-1.967,2.225,-89.165,0.715,-0.09,0.095,-0.684
2780,0.021,-0.006,0.053,-0.129,0.508,9.939,-1.816,1.259,-89.323,0.715,-0.089,0.094,-0.684
2781,0.004,0.046,-0.005,-0.129,0.407,10.011,-1.816,1.259,-89.323,0.715,-0.088,0.094,-0.684
2782,-0.027,0.03,-0.006,-0.091,0.316,9.987,-0.253,2.025,-89.976,0.715,-0.088,0.094,-0.684
2783,0.044,-0.017,0.002,-0.125,0.441,9.887,-0.662,2.046,-89.266,0.715,-0.087,0.093,-0.684
2784,0.026,0.044,0.052,-0.062,0.45,9.968,-0.662,2.046,-89.266,0.716,-0.086,0.092,-0.684
2785,0.015,-0.014,0.037,-0.057,0.354,9.968,-2.577,2.861,-89.754,0.716,-0.086,0.092,-0.684
2786,0.009,0.018,-0.017,-0.144,0.498,9.954,-1.105,1.241,-89.732,0.716,-0.085,0.091,-0.684
2787,0.006,-0.001,-0.032,0.005,0.445,9.978,-1.249,0.599,-89.894,0.716,-0.085,0.091,-0.685
2788,0.027,-0.004,-0.005,-0.201,0.326,9.92,-2.998,1.585,-89.794,0.716,-0.084,0.09,-0.685
2789,-0.033,0.04,0.006,-0.072,0.278,9.915,-0.622,0.779,-88.564,0.716,-0.083,0.09,-0.685
2790,0.041,0.009,0.047,-0.12,0.398,10.002,-1.641,1.436,-88.443,0.716,-0.083,0.09,-0.685
2791,-0.017,0.061,0,-0.077,0.441,9.906,-1.975,0.608,-89.921,0.716,-0.082,0.089,-0.685
2792,-0.02,0.028,0.012,-0.024,0.431,9.796,-0.396,1.383,-90.138,0.716,-0.081,0.089,-0.685
2793,0.026,-0.003,0.033,-0.014,0.393,9.877,-0.396,1.383,-90.138,0.717,-0.081,0.088,-0.685
2794,0.042,0.016,-0.007,-0.057,0.465,9.963,-1.834,2.861,-89.293,0.717,-0.08,0.088,-0.685
2795,0.045,-0.066,0.003,-0.062,0.436,9.896,-2.288,2.051,-90.049,0.717,-0.08,0.087,-0.685
2796,0.045,0.005,0.015,-0.062,0.479,9.839,-2.288,2.051,-90.049,0.717,-0.079,0.086,-0.685
2797,-0.004,0.023,-0.011,-0.148,0.455,9.963,-1.998,1.724,-90.19,0.717,-0.078,0.086,-0.685
2798,0.038,0.002,0.01,-0.081,0.417,9.939,-2.983,1.594,-89.359,0.717,-0.078,0.086,-0.685
2799,0.005,-0.029,0.045,-0.148,0.513,9.963,-1.423,3.648,-89.697,0.717,-0.077,0.085,-0.685
2800,-0.005,-0.014,-0.002,0.072,0.422,9.896,0.52,1.236,-88.948,0.717,-0.077,0.084,-0.685
2801,-0.01,0.003,-0.026,-0.019,0.445,9.815,-0.657,1.565,-89.275,0.717,-0.077,0.084,-0.685
2802,-0.028,0.031,0.003,-0.129,0.441,9.92,-1.287,1.706,-90.599,0.717,-0.076,0.084,-0.685
2803,0.021,0.012,0.006,0.048,0.498,9.935,0.238,0.439,-88.974,0.717,-0.076,0.083,-0.685
2804,-0.018,-0.024,0.051,0.062,0.426,9.834,-1.988,1.73,-89.9,0.718,-0.075,0.083,-0.685
2805,-0.01,0.004,0.039,0.024,0.393,10.045,-2.523,3.215,-88.151,0.718,-0.075,0.082,-0.685
2806,-0.039,0.013,0,-0.12,0.445,9.887,-2.523,3.215,-88.151,0.718,-0.074,0.082,-0.685
2807,-0.049,0.036,-0.011,-0.235,0.469,9.954,0.235,0.759,-88.968,0.718,-0.074,0.082,-0.685
2808,0.052,-0.012,-0.02,-0.168,0.163,10.016,0.235,0.759,-88.968,0.718,-0.073,0.081,-0.685
2809,-0.051,-0.045,0.019,-0.029,0.374,9.958,-1.105,1.241,-89.732,0.718,-0.073,0.081,-0.685
2810,0.018,-0.015,0.036,-0.144,0.307,9.872,-0.395,2.19,-89.833,0.718,-0.073,0.08,-0.685
2811,-0.05,0.013,-0.036,-0.034,0.369,9.882,0.173,1.53,-90.405,0.718,-0.072,0.08,-0.685
2812,-0.048,-0.013,-0.046,-0.057,0.297,9.935,-2.007,2.525,-90.175,0.718,-0.072,0.08,-0.685
2813,-0.011,0.025,0.021,0.139,0.34,9.915,-2.273,0.769,-90.073,0.718,-0.072,0.079,-0.685
2814,0.002,-0.012,0.053,0.067,0.46,9.944,-1.216,1.424,-88.718,0.718,-0.071,0.079,-0.685
2815,0.016,-0.013,0.078,0.024,0.287,9.901,-0.806,1.404,-89.428,0.718,-0.071,0.078,-0.685
2816,-0.012,0.037,-0.001,-0.096,0.422,9.958,-1.4,2.532,-89.428,0.719,-0.07,0.078,-0.685
2817,-0.009,0.006,-0.035,-0.067,0.388,9.872,-1.242,1.409,-89.444,0.718,-0.07,0.078,-0.685
2818,0.019,0.033,0.062,-0.019,0.283,9.844,-1.242,1.409,-89.444,0.719,-0.069,0.078,-0.685
2819,0.016,0.006,0.029,-0.029,0.249,9.82,-1.646,0.949,-88.742,0.719,-0.069,0.077,-0.685
2820,0.042,-0.004,0.045,0.072,0.354,9.963,-1.38,1.254,-89.307,0.719,-0.068,0.077,-0.685
2821,-0.027,0.024,-0.005,-0.067,0.441,9.944,-1.38,1.254,-89.307,0.719,-0.068,0.076,-0.685
2822,-0.03,0.01,-0.01,-0.048,0.455,9.915,-0.379,2.199,-89.397,0.719,-0.068,0.076,-0.685
2823,0.025,-0.043,-0.007,-0.029,0.422,9.958,-2.52,1.604,-88.617,0.719,-0.067,0.075,-0.685
2824,0.023,-0.038,0.045,-0.096,0.331,9.925,0.373,0.915,-89.105,0.719,-0.067,0.075,-0.685
2825,0.05,-0.006,0.042,-0.019,0.369,9.925,-1.098,2.051,-89.281,0.72,-0.066,0.074,-0.685
2826,0.057,-0.026,0.078,0.029,0.474,9.939,-0.221,1.56,-89.259,0.72,-0.066,0.073,-0.685
2827,0.015,-0.054,0.039,-0.057,0.364,9.848,-1.79,1.274,-88.597,0.72,-0.065,0.073,-0.685
2828,-0.042,0.038,-0.057,-0.014,0.522,10.016,-1.393,2.375,-89.286,0.72,-0.065,0.073,-0.685
2829,-0.04,-0.007,-0.005,-0.086,0.412,9.757,-1.201,0.143,-88.742,0.72,-0.065,0.072,-0.685
2830,-0.001,0.021,0.001,-0.144,0.536,9.915,-1.201,0.143,-88.742,0.72,-0.064,0.072,-0.685
2831,-0.021,0.009,0.031,0.005,0.484,9.992,-1.249,0.599,-89.894,0.72,-0.064,0.072,-0.685
2832,0.012,0.003,-0.011,-0.062,0.422,9.944,-1.278,0.905,-90.614,0.72,-0.063,0.071,-0.685
2833,0.051,-0.051,0.034,-0.125,0.426,9.853,-1.278,0.905,-90.614,0.72,-0.063,0.07,-0.685
2834,0.013,-0.018,0.007,-0.01,0.407,9.935,-3.597,1.743,-90.248,0.72,-0.062,0.07,-0.685
2835,0.018,0.037,0.006,0.048,0.364,9.896,-3.007,2.386,-89.779,0.72,-0.062,0.07,-0.685
2836,-0.054,0.025,0.037,0.182,0.369,9.939,-2.373,0.958,-88.769,0.721,-0.062,0.07,-0.685
2837,-0.042,0.019,-0.01,-0.038,0.455,10.03,-1.427,0.743,-90.768,0.721,-0.061,0.069,-0.685
2838,0.065,-0.025,0.041,-0.081,0.455,9.848,-1.739,1.702,-91.051,0.721,-0.061,0.069,-0.685
2839,0.055,0.001,0.015,0.053,0.407,9.939,-1.794,1.595,-88.591,0.721,-0.06,0.068,-0.685
2840,0.034,-0.004,0.036,0.091,0.422,9.906,-0.344,1.413,-88.686,0.721,-0.06,0.068,-0.685
2841,-0.036,0.035,-0.016,-0.072,0.34,9.896,-1.869,1.229,-90.775,0.721,-0.059,0.068,-0.685
2842,-0.055,0.02,-0.023,-0.048,0.369,9.949,-2.562,1.58,-89.778,0.721,-0.059,0.067,-0.685
2843,0.034,-0.058,0.048,-0.034,0.393,9.992,-2.562,1.58,-89.778,0.721,-0.059,0.067,-0.685
2844,0.004,-0.039,0.058,-0.139,0.383,9.867,-1.988,1.73,-89.9,0.721,-0.058,0.066,-0.684
2845,0.047,-0.065,0.002,-0.029,0.556,9.911,-1.988,1.73,-89.9,0.721,-0.058,0.065,-0.684
2846,-0.004,0.029,0.056,-0.038,0.263,9.944,-0.428,1.365,-91.009,0.722,-0.058,0.065,-0.684
2847,-0.041,0.051,-0.045,-0.081,0.422,9.834,-1.655,1.75,-88.727,0.721,-0.057,0.065,-0.685
2848,0.041,-0.005,-0.017,-0.129,0.393,9.791,-0.689,2.031,-89.992,0.721,-0.057,0.065,-0.685
2849,0.027,-0.012,0.037,-0.019,0.383,9.968,-1.695,0.599,-90.2,0.722,-0.056,0.064,-0.685
2850,0.011,-0.007,0.037,-0.043,0.46,9.877,-1.993,2.21,-89.891,0.722,-0.056,0.064,-0.684
2851,0.005,0.029,-0.004,-0.11,0.546,10.03,-3.047,1.235,-91.252,0.722,-0.055,0.064,-0.684
2852,-0.035,0.019,0.029,-0.134,0.345,9.954,0.171,3.141,-89.939,0.722,-0.055,0.063,-0.684
2853,-0.002,-0.01,0.04,0.014,0.393,10.064,-1.4,1.565,-89.736,0.722,-0.055,0.063,-0.684
2854,0.046,0.007,0.081,-0.014,0.422,9.968,-1.388,2.862,-88.986,0.722,-0.054,0.062,-0.684
2855,0.03,-0.04,-0.011,0.057,0.354,9.815,-1.388,2.862,-88.986,0.722,-0.054,0.062,-0.684
2856,-0.041,0.02,-0.005,-0.019,0.393,9.997,-1.806,1.265,-89.032,0.722,-0.053,0.062,-0.684
2857,-0.018,0.048,-0.023,-0.057,0.484,9.963,-1.759,2.497,-91.326,0.722,-0.053,0.062,-0.684
2858,-0.025,0.001,-0.001,0.005,0.441,9.982,-1.118,2.363,-89.711,0.722,-0.053,0.061,-0.684
2859,0.032,-0.016,0.015,-0.101,0.46,9.973,-1.235,1.736,-89.147,0.722,-0.052,0.061,-0.684
2860,0.058,-0.003,0.013,-0.043,0.34,9.877,-2.526,2.084,-88.608,0.723,-0.052,0.06,-0.684
2861,-0.032,0.01,-0.015,-0.12,0.369,9.882,-2.834,1.755,-89.205,0.723,-0.051,0.06,-0.684
2862,-0.06,0.04,-0.012,-0.029,0.369,9.839,-1.645,1.756,-88.437,0.723,-0.051,0.06,-0.684
2863,-0.045,0.022,-0.019,-0.019,0.508,9.911,-1.803,2.396,-88.576,0.722,-0.051,0.06,-0.684
2864,-0.019,0.032,-0.064,-0.034,0.307,9.853,-2.256,1.585,-89.332,0.722,-0.051,0.06,-0.685
2865,-0.017,0.024,0.012,-0.005,0.441,9.992,-1.243,3.827,-88.673,0.722,-0.05,0.06,-0.685
2866,-0.025,-0.01,0.058,-0.043,0.244,10.016,-2.02,2.195,-90.617,0.723,-0.05,0.059,-0.685
2867,0.018,0.003,0.096,-0.067,0.402,9.872,-2.02,2.195,-90.617,0.723,-0.049,0.059,-0.684
2868,0.007,-0.008,-0.041,0,0.331,9.935,-1.85,2.852,-89.728,0.723,-0.049,0.059,-0.684
2869,-0.005,0.052,0.028,-0.029,0.46,10.011,-2.414,2.225,-89.471,0.723,-0.049,0.059,-0.684
2870,-0.037,0.022,-0.017,-0.11,0.34,9.978,-1.079,1.256,-89.006,0.723,-0.048,0.058,-0.684
2871,0.009,-0.047,0.032,0.053,0.374,9.891,-1.846,1.565,-90.043,0.723,-0.048,0.058,-0.684
2872,-0.023,-0.025,0.048,0.024,0.479,9.987,-1.388,2.862,-88.986,0.723,-0.048,0.058,-0.684
2873,-0.007,0.001,-0.028,-0.019,0.402,9.925,-1.094,3.989,-88.519,0.723,-0.048,0.057,-0.684
2874,-0.032,0.054,0.017,0.043,0.417,9.949,-2.023,2.516,-90.611,0.723,-0.047,0.057,-0.684
2875,0.006,0.016,-0.01,0.062,0.412,9.791,-1.277,2.195,-90.155,0.723,-0.047,0.057,-0.684
2876,0.017,-0.037,0.035,-0.005,0.378,9.92,-1.109,1.562,-89.726,0.723,-0.047,0.056,-0.684
2877,0.041,-0.048,-0.003,-0.101,0.316,9.887,-1.109,1.562,-89.726,0.723,-0.046,0.056,-0.684
2878,-0.058,0.045,-0.025,-0.101,0.479,9.872,-2.865,2.221,-89.922,0.723,-0.046,0.056,-0.684
2879,-0.008,0,-0.011,-0.062,0.354,9.954,-2.865,2.221,-89.922,0.723,-0.046,0.055,-0.684
2880,-0.042,0.074,-0.008,-0.048,0.469,9.786,-1.8,0.785,-89.041,0.723,-0.045,0.056,-0.684
2881,0.047,-0.028,0.052,0.067,0.479,10.016,-0.346,2.541,-88.375,0.723,-0.045,0.055,-0.684
2882,0.045,-0.024,0.021,0.038,0.402,9.954,-1.715,0.91,-90.63,0.724,-0.045,0.054,-0.684
2883,-0.029,0.063,0.008,0.081,0.546,9.992,-0.219,2.367,-88.953,0.724,-0.044,0.054,-0.684
2884,-0.009,0.029,-0.01,0.005,0.431,9.925,-1.685,3.023,-89.139,0.724,-0.044,0.054,-0.684
2885,0.006,0.027,-0.018,-0.086,0.374,9.877,-2.816,0.153,-89.235,0.724,-0.043,0.054,-0.684
2886,0.011,-0.006,0.06,0.067,0.445,9.891,-1.38,1.254,-89.307,0.724,-0.043,0.053,-0.684
2887,0.026,0.012,0.06,-0.038,0.383,9.753,-1.422,1.23,-90.468,0.724,-0.043,0.053,-0.684
2888,-0.044,0.029,-0.042,0.034,0.469,9.949,-2.553,0.779,-89.793,0.724,-0.042,0.053,-0.684
2889,-0.041,0.01,-0.007,-0.101,0.402,9.93,-2.553,0.779,-89.793,0.724,-0.042,0.053,-0.684
2890,0.015,0.008,0.028,-0.057,0.422,9.935,-1.645,1.756,-88.437,0.724,-0.042,0.053,-0.684
